relationship_id,source_db,from_table,from_columns,to_table,to_columns,join_condition,relationship_type,validation_status,validation_source,confidence
CAND0151,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_copy3,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_copy3.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_copy3.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0152,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_copy3,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_BILL_DETAIL_copy3.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0153,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_copy4,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_BILL_DETAIL_copy4.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0154,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_copy4,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_copy4.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_copy4.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0155,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_copy4,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_BILL_DETAIL_copy4.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0156,10.10.10.15:1521/his,INPBILL.INP_DIET_COSTS,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_DIET_COSTS.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0157,10.10.10.15:1521/his,INPBILL.INP_DIET_COSTS,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_DIET_COSTS.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_DIET_COSTS.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0158,10.10.10.15:1521/his,INPBILL.INP_DIET_COSTS,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_DIET_COSTS.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0159,10.10.10.15:1521/his,INPBILL.INP_OVERDRAFT_REG_DETAIL,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_OVERDRAFT_REG_DETAIL.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0160,10.10.10.15:1521/his,INPBILL.INP_OVERDRAFT_REG_DETAIL,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_OVERDRAFT_REG_DETAIL.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_OVERDRAFT_REG_DETAIL.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0161,10.10.10.15:1521/his,INPBILL.INP_OVERDRAFT_REG_MASTER,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_OVERDRAFT_REG_MASTER.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0162,10.10.10.15:1521/his,INPBILL.INP_OVERDRAFT_REG_MASTER,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_OVERDRAFT_REG_MASTER.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_OVERDRAFT_REG_MASTER.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0163,10.10.10.15:1521/his,INPBILL.INP_PAYMENTS_MONEY,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_PAYMENTS_MONEY.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0164,10.10.10.15:1521/his,INPBILL.INP_PAYMENTS_MONEY_BACKUP2025,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_PAYMENTS_MONEY_BACKUP2025.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0165,10.10.10.15:1521/his,INPBILL.INP_SETTLE_DETAIL,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_SETTLE_DETAIL.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0166,10.10.10.15:1521/his,INPBILL.INP_SETTLE_DETAIL_BACKUP2025,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_SETTLE_DETAIL_BACKUP2025.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0167,10.10.10.15:1521/his,INPBILL.INP_SETTLE_INVOICE,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_SETTLE_INVOICE.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0168,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_SETTLE_MASTER.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0169,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_SETTLE_MASTER.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_SETTLE_MASTER.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0170,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_SETTLE_MASTER.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0171,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_BACKUP2025,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_SETTLE_MASTER_BACKUP2025.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0172,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_BACKUP2025,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_SETTLE_MASTER_BACKUP2025.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_SETTLE_MASTER_BACKUP2025.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0173,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_BACKUP2025,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_SETTLE_MASTER_BACKUP2025.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0174,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_BK,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_SETTLE_MASTER_BK.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0175,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_BK,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_SETTLE_MASTER_BK.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_SETTLE_MASTER_BK.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0176,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_BK,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_SETTLE_MASTER_BK.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0177,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_C0525325,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_SETTLE_MASTER_C0525325.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0178,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_C0525325,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_SETTLE_MASTER_C0525325.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_SETTLE_MASTER_C0525325.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0179,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_C0525325,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_SETTLE_MASTER_C0525325.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0180,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_YB,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_SETTLE_MASTER_YB.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0181,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_YB,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_SETTLE_MASTER_YB.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_SETTLE_MASTER_YB.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0182,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_YB_0122,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_SETTLE_MASTER_YB_0122.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0183,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_YB_0122,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_SETTLE_MASTER_YB_0122.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_SETTLE_MASTER_YB_0122.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0184,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_YD,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_SETTLE_MASTER_YD.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0185,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_YD,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_SETTLE_MASTER_YD.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_SETTLE_MASTER_YD.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0186,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_copy1,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_SETTLE_MASTER_copy1.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0187,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_copy1,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_SETTLE_MASTER_copy1.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_SETTLE_MASTER_copy1.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0188,10.10.10.15:1521/his,INPBILL.INP_SETTLE_MASTER_copy1,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_SETTLE_MASTER_copy1.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0189,10.10.10.15:1521/his,INPBILL.LIVE_BILL_DETAIL,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.LIVE_BILL_DETAIL.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0190,10.10.10.15:1521/his,INPBILL.LIVE_BILL_DETAIL,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.LIVE_BILL_DETAIL.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.LIVE_BILL_DETAIL.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0191,10.10.10.15:1521/his,INPBILL.LIVE_BILL_DETAIL,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.LIVE_BILL_DETAIL.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0192,10.10.10.15:1521/his,INPBILL.NEED_BILLING_PATS,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.NEED_BILLING_PATS.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0193,10.10.10.15:1521/his,INPBILL.NEED_BILLING_PATS,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.NEED_BILLING_PATS.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.NEED_BILLING_PATS.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0194,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.PREPAYMENT_RCPT.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0195,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.PREPAYMENT_RCPT.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.PREPAYMENT_RCPT.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0196,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.PREPAYMENT_RCPT.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0197,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_ADD,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.PREPAYMENT_RCPT_ADD.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0198,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_ADD,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.PREPAYMENT_RCPT_ADD.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.PREPAYMENT_RCPT_ADD.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0199,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_ADD,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.PREPAYMENT_RCPT_ADD.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0200,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_ADD_BACKUP2025,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.PREPAYMENT_RCPT_ADD_BACKUP2025.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0201,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_ADD_BACKUP2025,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.PREPAYMENT_RCPT_ADD_BACKUP2025.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.PREPAYMENT_RCPT_ADD_BACKUP2025.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0202,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_ADD_BACKUP2025,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.PREPAYMENT_RCPT_ADD_BACKUP2025.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0203,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_ADD_C0525325,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.PREPAYMENT_RCPT_ADD_C0525325.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0204,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_ADD_C0525325,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.PREPAYMENT_RCPT_ADD_C0525325.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.PREPAYMENT_RCPT_ADD_C0525325.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0205,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_ADD_C0525325,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.PREPAYMENT_RCPT_ADD_C0525325.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0206,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_BACKUP2025,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.PREPAYMENT_RCPT_BACKUP2025.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0207,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_BACKUP2025,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.PREPAYMENT_RCPT_BACKUP2025.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.PREPAYMENT_RCPT_BACKUP2025.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0208,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_BACKUP2025,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.PREPAYMENT_RCPT_BACKUP2025.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0209,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_BK,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.PREPAYMENT_RCPT_BK.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0210,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_BK,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.PREPAYMENT_RCPT_BK.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.PREPAYMENT_RCPT_BK.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0211,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_BK,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.PREPAYMENT_RCPT_BK.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0212,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_C0525325,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.PREPAYMENT_RCPT_C0525325.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0213,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_C0525325,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.PREPAYMENT_RCPT_C0525325.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.PREPAYMENT_RCPT_C0525325.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0214,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_C0525325,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.PREPAYMENT_RCPT_C0525325.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0215,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_copy1,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.PREPAYMENT_RCPT_copy1.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0216,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_copy1,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.PREPAYMENT_RCPT_copy1.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.PREPAYMENT_RCPT_copy1.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0217,10.10.10.15:1521/his,INPBILL.PREPAYMENT_RCPT_copy1,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.PREPAYMENT_RCPT_copy1.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0218,10.10.10.15:1521/his,INPBILL.TMP_030418BILL_DETAIL202605,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.TMP_030418BILL_DETAIL202605.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0219,10.10.10.15:1521/his,INPBILL.TMP_030418BILL_DETAIL202605,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.TMP_030418BILL_DETAIL202605.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.TMP_030418BILL_DETAIL202605.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0220,10.10.10.15:1521/his,INPBILL.TMP_030418BILL_DETAIL202605,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.TMP_030418BILL_DETAIL202605.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0221,10.10.10.15:1521/his,INPBILL.UNSETTLE_REC,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.UNSETTLE_REC.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0222,10.10.10.15:1521/his,INPBILL.UNSETTLE_REC,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.UNSETTLE_REC.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.UNSETTLE_REC.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0223,10.10.10.15:1521/his,LAB.LAB_RESULT,TEST_NO,LAB.LAB_TEST_MASTER,TEST_NO,LAB.LAB_RESULT.TEST_NO=LAB.LAB_TEST_MASTER.TEST_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0224,10.10.10.15:1521/his,LAB.LAB_SHARINGCENTER_MASTER,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,LAB.LAB_SHARINGCENTER_MASTER.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
