系统,库名,表名,业务对象,候选主键,总数,去重数,重复数,空值数,是否可作为主键,是否可跨系统关联,风险说明
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_BACKUP2025,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_BACKUP2025,住院就诊,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_BK,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_BK,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_BK,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_BK,住院就诊,RCPT_NO+ITEM_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_BK,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_BK,住院就诊,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_C0525325,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_C0525325,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_C0525325,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_C0525325,住院就诊,RCPT_NO+ITEM_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_C0525325,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_C0525325,住院就诊,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_CANCEL,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_CANCEL,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_CANCEL,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_CANCEL,住院就诊,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_HRP,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_HRP,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_JZ,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_JZ,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_JZ,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_JZ,住院就诊,RCPT_NO+ITEM_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_JZ,住院就诊,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_SETTLE_BK,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_SETTLE_BK,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_SETTLE_BK,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_SETTLE_BK,住院就诊,RCPT_NO+ITEM_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_TEST,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_TEST,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_TEST,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_TEST,住院就诊,RCPT_NO+ITEM_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_TEST,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_TEST,住院就诊,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy1,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy1,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy1,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy1,住院就诊,RCPT_NO+ITEM_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy1,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy1,住院就诊,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy2,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy2,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy2,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy2,住院就诊,RCPT_NO+ITEM_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy2,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy2,住院就诊,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy3,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy3,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy3,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy3,住院就诊,RCPT_NO+ITEM_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy3,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy3,住院就诊,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy4,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy4,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy4,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy4,住院就诊,RCPT_NO+ITEM_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy4,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_BILL_DETAIL_copy4,住院就诊,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_DIET_COSTS,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_DIET_COSTS,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_DIET_COSTS,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_DIET_COSTS,住院就诊,RCPT_NO+ITEM_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_OVERDRAFT_REG_DETAIL,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_OVERDRAFT_REG_DETAIL,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_OVERDRAFT_REG_MASTER,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_OVERDRAFT_REG_MASTER,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_OVERDRAFT_REG_MASTER,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_PAYMENTS_MONEY,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_PAYMENTS_MONEY_BACKUP2025,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_DETAIL,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_DETAIL_BACKUP2025,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_INVOICE,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER_BACKUP2025,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER_BACKUP2025,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER_BACKUP2025,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER_BK,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER_BK,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER_BK,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER_C0525325,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER_C0525325,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER_C0525325,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER_YB,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER_YB,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER_YB_0122,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER_YB_0122,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER_YD,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER_YD,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER_copy1,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER_copy1,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.INP_SETTLE_MASTER_copy1,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.LIVE_BILL_DETAIL,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.LIVE_BILL_DETAIL,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.LIVE_BILL_DETAIL,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.LIVE_BILL_DETAIL,住院就诊,RCPT_NO+ITEM_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.LIVE_BILL_DETAIL,住院就诊,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.NEED_BILLING_PATS,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.NEED_BILLING_PATS,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_ADD,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_ADD,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_ADD,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_ADD_BACKUP2025,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_ADD_BACKUP2025,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_ADD_BACKUP2025,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_ADD_C0525325,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_ADD_C0525325,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_ADD_C0525325,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_BACKUP2025,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_BACKUP2025,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_BACKUP2025,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_BK,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_BK,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_BK,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_C0525325,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_C0525325,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_C0525325,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_copy1,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_copy1,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.PREPAYMENT_RCPT_copy1,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.TMP_030418BILL_DETAIL202605,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.TMP_030418BILL_DETAIL202605,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.TMP_030418BILL_DETAIL202605,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.TMP_030418BILL_DETAIL202605,住院就诊,RCPT_NO+ITEM_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.TMP_030418BILL_DETAIL202605,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.TMP_030418BILL_DETAIL202605,住院就诊,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.UNSETTLE_REC,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,INPBILL.UNSETTLE_REC,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_BILL_ITEMS,检验,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_DEPT_TEST_DAY,检验,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_DEPT_TEST_MONTH,检验,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_ITEM_VS_RULES,检验,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_RESULT,检验,TEST_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_SHARINGCENTER_DETAIL,检验,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_SHARINGCENTER_MASTER,检验,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_SHARINGCENTER_MASTER,检验,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_SHARINGCENTER_MASTER,检验,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_TEST_BATCH_MASTER,检验,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_TEST_BATCH_MASTER,检验,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_TEST_BATCH_MASTER,检验,TEST_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_TEST_ITEMS,检验,TEST_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_TEST_ITEMS,检验,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_TEST_ITEMS,检验,RCPT_NO+ITEM_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_TEST_ITEMS,检验,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_TEST_ITEMS_DETAIL,检验,TEST_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_TEST_MASTER,检验,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
